institute,type,country,us_state
"Microbiology Department, University of Tennessee, Knoxville, Tennessee, USA",,???,Tennessee
"Department of Molecular Microbiology and Immunology, Johns Hopkins Bloomberg School of Public Health, Baltimore, Maryland, USA",,???,Maryland
"Institute of Science and Technology, Universidade Federal de Sao Paulo (UNIFESP), São José dos Campos, SP, Brazil",,Brazil,???
"Institute of Polar Sciences, ISP‐CNR, Messina, Italy",,Italy,???
"Department of Molecular Biology, Centro de Biología Molecular Severo Ochoa (CSIC‐UAM), Nicolás Cabrera n° 1, Universidad Autónoma de Madrid, Madrid, Spain",,Spain,???
"Department of Planetology and Habitability, Centro de Astrobiología (INTA‐CSIC), Torrejón de Ardoz, Spain",,Spain,Indiana
"Brady D. Lund (, Brady.Lund@unt.edu, ) is based at the Department of Information Science, University of North Texas, Denton, Texas, USA",,???,Texas
"Division of Cardiovascular Medicine, Nouvel Hôpital Civil, Strasbourg University Hospital, 1 place de l’Hôpital, 67000 Strasbourg, France",,France,???
"UMR 1260, INSERM (French National Institute of Health and Medical Research), Regenerative Nanomedicine, FMTS, 1 rue Eugene Boeckel, Strasbourg 67000, France",,France,Montana
"Department of Biochemistry, Yong Loo Lin School of Medicine, National University Health System, Singapore, Singapore",,Singapore,???
"Virtusa Consulting Pvt. Ltd., India",,India,???
"University of South Australia - Mawson Lakes Campus, Australia",,Australia,???
"University of Alberta, Department of Critical Care, Faculty of Medicine and Dentistry, Alberta, Canada.",,Canada,???
"Institute for Medical Engineering and Science, Massachusetts Institute of Technology, Cambridge, Massachusetts, United States of America",,United States,Massachusetts
"Department of Medicine, Beth Israel Deaconess Medical Center, Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States of America",,United States,Massachusetts
"Med Digital Healthcare, Miami, Florida, United States of America",,United States,Florida
"Department of Emergency Medicine, Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States of America",,United States,Massachusetts
Warren Alpert Medical School,,???,???
"Brown University Providence, Rhode Island, United States of America",,United States,Rhode Island
"AnsibleHealth, Inc Mountain View, California, United States of America",,United States,California
"Department of Medical Education, UWorld, LLC Dallas, Texas, United States of America",,United States,Texas
"Department of Neurological Surgery, Lenox Hill Hospital/Donald and Barbara Zucker School of Medicine at Hofstra/Northwell, New York, New York, USA",,???,New York
Acta Médica Portuguesa. Ordem dos Médicos. Lisboa,,???,???
NOVA Medical School. Universidade NOVA de Lisboa. Lisboa. Portugal.,,Portugal,Virginia
Unidade de Saúde Familiar Reynaldo dos Santos. Póvoa de Santa Iria. Portugal.,,Portugal,???
"University of Macerata, Macerata, Italy",,Italy,???
"Department of Biomedical and Neuromotor Sciences, Alma Mater Studiorum – University of Bologna, Bologna, Italy",,Italy,???
"Samuel Oschin Comprehensive Cancer Institute, Cedars-Sinai Medical Center, Los Angeles, California, USA",,???,California
"Department of Pediatrics, University of Alberta, Edmonton Clinic Health Academy, 11405-87 Avenue, University of Alberta, Edmonton, Alberta, Canada, T6G 1C9",,Canada,???
"KU Leuven Department of Public Health and Primary Care, KU Leuven - University of Leuven, Leuven, Belgium.",,Belgium,???
"Institute of Health and Care Sciences, University of Gothenburg, Gothenburg, Sweden.",,Sweden,???
"Department of Paediatrics and Child Health, University of Cape Town, Cape Town, South Africa.",,South Africa,???
"Research Foundation Flanders (FWO), Brussels, Belgium.",,Belgium,???
"Section for Biomedical Informatics and Data Science, Yale University School of Medicine, New Haven, CT, United States",,United States,Connecticut
"Department of Emergency Medicine, Yale University School of Medicine, New Haven, CT, United States",,United States,Connecticut
"Computer Science Department, Faculty of science and information technology, International University, Phnom Penh, Cambodia.",,Cambodia,???
"Department of Surgery and Cancer, St Mary's Hospital, London W2 1NY, UK.",,???,New York
"Department of Forensic Psychiatry, University of Bern, 3012 Bern, Switzerland.",,Switzerland,???
"Department of Psychiatry, Psychotherapy and Psychosomatics, Psychiatric Hospital, Specialized Outpatient Clinic for ADHD, University of Zurich, Zurich, Switzerland.",,Switzerland,???
"Dinesh Bhugra, Kings College London, London, UK.",,???,???
"University of Natural Resources and Life Sciences Vienna, Austria",,Austria,???
"Medical University Graz, Austria",,Austria,???
"Alberta Machine Intelligence Institute Edmonton, Canada. Electronic address: andreas.holzinger@boku.ac.at.",,Canada,???
"Masaryk University Brno, Czech Republic.",,???,???
"Medical University Graz, Austria.",,Austria,???
"Dermatology, Belagavi Institute of Medical Sciences, Belagavi, IND",,???,North Dakota
"Dermatology, St. John's Medical College, Bangalore, IND",,???,North Dakota
"From the Department of Applied Innovation and AI, Diagnósticos da América SA (Dasa), Av Das Nações Unidas, 7815 Pinheiros, São Paulo, SP, Brazil 05425-070",,Brazil,???
"and Department of Neuroradiology, Universidade Federal de São Paulo, São Paulo, Brazil.",,Brazil,???
"From the Department of Radiology, Le Bonheur Children's Hospital, University of Tennessee Health Science Center College of Medicine, Memphis, TN 38103.",,???,Tennessee
Editor-in-Chief,,???,???
"Department of Mechanical Engineering, National Institute of Technology, Kurukshetra, Haryana, India",,India,???
"Jan Homolak, Department of Pharmacology, University of Zagreb School of Medicine, Zagreb, Croatia, Jan.homolak@mef.hr.",,Croatia,???
名古屋工業大学,,???,???
京都大学,,???,???
"Open AI L.L.C., 3180 18th Street, San Francisco, CA 94110, USA",,???,California
"Department of Orthodontics, Regenerative and Forensic Dentistry, Faculty of Medicine, Comenius University in Bratislava, 81250 Bratislava, Slovakia",,Slovakia,???
"Evidence-Based Practice Unit, Clinical Sciences Department, College of Dentistry, Ajman University, Ajman City P.O. Box 346, United Arab Emirates",,United Arab Emirates,???
Universidade Federal de Pernambuco (UFPE),,???,???
"Vice President, WAME",,???,Washington
"Centre for Global Health, University of Winchester, UK",,???,???
"President, WAME, Associate Editor, Journal of Gastroenterology and Hepatology",,???,Washington
"Director, Jawaharlal Institute of Postgraduate Medical Education and Research, Puducherry, India",,India,???
"Director, WAME",,???,Washington
"Section Editor, Canadian Journal of Ophthalmology",,???,???
"Professor, University of Toronto",,???,???
"Medical Genomics Unit, Medical Genetics Branch, National Human Genome Research Institute, Bethesda, Maryland, United States of America",,United States,Maryland
"From the Center for Data Science, New York University, 60 5th Ave, New York, NY 10011 (Y.S.)",,???,New York
"Department of Radiology, New York University School of Medicine, New York, NY (L.H., B.R., L.M.)",,???,New York
"and Departments of Primary Care (J.E.) and Radiology (K.D.H., G.S.), Weill Cornell Medicine, New York, NY.",,???,New York
"Centre Universitaire d’Ophtalmologie (CUO), Hôpital Maisonneuve-Rosemont, CIUSSS de l’Est-de-l’Île-de-Montréal, Montreal, Quebec, Canada",,Canada,???
"Department of Ophthalmology, Université de Montréal, Montreal, Québec, Canada",,Canada,???
"Department of Ophthalmology, Centre Hospitalier de l’Université de Montréal (CHUM), Montreal, Quebec, Canada",,Canada,???
"NYU Grossman School of Medicine, Department of Population Health, New York, NY, USA",,???,New York
"Department of Parasitology and Institute of Medical Education, College of Medicine, Hallym University, Chuncheon, Korea",,???,???
"Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD 21205, USA",,???,Maryland
"Department of Biosystems Science and Engineering, ETH Zürich, Basel, Switzerland",,Switzerland,???
"Max Planck Institute of Molecular Cell Biology and Genetics, Dresden, Germany",,Germany,???
Utrecht University,,???,???
"Department of Civil and Coastal Engineering, University of Florida, Gainesville, FL, 32611, USA",,???,Florida
"Division of Oral Radiology, Department of Oral Diagnosis, Piracicaba Dental School, University of Campinas, Piracicaba, SP,",,???,???
"University of North Carolina at Greensboro, Greensboro, NC, 27412, USA",,???,North Carolina
"Lahore University of Management Sciences, Lahore, 54792, Pakistan",,Pakistan,???
"Department of Medical Oncology, RGCI, Noida, Uttar Pradesh, India, .",,India,???
"AKSP Solutions, Auckland, New Zealand, .",,New Zealand,Kansas
"Clinical Research Center for Neurological Diseases of Zhejiang Province, Hangzhou, Zhejiang, China",,China,???
"Department of Medicine, Faculty of Medicine, University of British Columbia, Vancouver, BC, Canada",,Canada,???
Pomona College,,???,???
Columbia University - Department of Statistics,,???,???
Sangam University,,???,???
Southwestern University of Finance and Economics (SWUFE) - School of Accounting,,???,???
University of Southern California,,???,California
Національний університет біоресурсів і природокористування України,,???,???
Derzhavin Tambov State University,,???,???
Eastern International University,,???,???
"Department of Neurosurgery, All India Institute of Medical Sciences, New Delhi, India.",,India,???
"School of Engineering and Technology, Central Queensland University, Rockhampton, Australia",,Australia,???
"m.elkhodr@cqu.edu.au, e.gide@cqu.edu.au",,???,???
Tarbiat Modares University - Department of Knowledge and Information Science,,???,???
"Faculty of Economics, Rangsit University, Pathum Thani, THAILAND",,???,North Dakota
"Faculty of Science, Department of Computer Technology Information Systems, Bartin University, Bartin, Turkey",,Turkey,???
"University of Duisburg-Essen, Mercator School of Management",,???,???
"Monrovia, CA, USA",,???,California
"Ting Wang is a lecturer at the School of Library and Information Management at Emporia State University, email: twang2@emporia.edu",,???,???
Stevens Institute of Technology - School of Business,,???,???
National University of Singapore (NUS) - NUS Business School,,Singapore,???
"Department of Ophthalmology and Visual Science, Universidade Federal de São Paulo, São Paulo, SP, Brazil.",,Brazil,???
University of Melbourne - Melbourne Business School,,???,???
University of Maryland - Francis King Carey School of Law,,???,Maryland
"Department of International Health, Johns Hopkins Bloomberg School of Public Health, Johns Hopkins University, Baltimore, Maryland, USA",,???,Maryland
"Brain and Mind Center, The University of Sydney, Sydney, Australia",,Australia,???
"Parul Institute of Public Health, Parul University, Gujarat, India",,India,???
Poznań University of Economics and Business - Humans & AI Laboratory (HAI Lab),,???,???
San Francisco State University,,???,???
"Department of English Studies, University of South Africa, Pretoria, SOUTH AFRICA",,South Africa,Utah
Marquette University,,???,???
University of St. Gallen,,???,???
The Lutheran University of Brazil,,Brazil,???
Purdue University Fort Wayne,,???,???
"Faculdade de Medicina de Itajubá - Itajubá (MG), Brazil.",,Brazil,???
"Centre for Learning Analytics, Monash University, Australia",,Australia,???
"Department of Science, Kings Education, London, UK",,???,???
University of Southern California - Marshall School of Business - Finance and Business Economics Department,,???,California
Auburn University,,???,???
Syracuse University College of Law,,???,???
Autorità Garante della Concorrenza e del Mercato (AGCM),,???,???
"Universidade Federal de Mato Grosso, Medical School, Department of Surgery, Cuiabá, MT, Brazil, Universidade Federal de Mato Grosso, Medical School, Department of Surgery – Cuiabá (MT), Brazil.",,Brazil,Montana
"University of Navarra, School of Economics and Business",,???,???
"Division of Vascular Surgery and Endovascular Therapy, Department of Surgery, The Johns Hopkins Hospital, Baltimore, MD",,???,Maryland
"University of Tennessee, Memphis - Health Science Center",,???,Tennessee
University of Waikato,,???,???
"European Institute of Superior Studies, Portugal",,Portugal,???
"CEOS.PP, ISCAP, Polytechnic University of Porto, Rua Jaime Lopes Amorim, 4465-004 S. Mamede de Infesta, Portugal",,Portugal,South Carolina
National University of Computer and Emerging Sciences,,???,???
"Instituto de Investigaciones Médicas Alfredo Lanari, Buenos Aires, Argentina. E-mail: eldevito@gmail.com.",,Argentina,???
University of Antwerp - Flanders Make vzw..,,???,???
West Virginia University,,???,West Virginia
Fayetteville State University - Department of Accounting,,???,???
N/A,,???,???
University of Chicago - Booth School of Business,,???,???
University of Dubai,,???,???
James Madison University,,???,???
"University of Toronto, Rotman School of Management",,???,???
INSEAD - Entrepreneurship and Family Enterprise,,???,Indiana
"Department of Anaesthesiology, College of Medicine, University of Florida, Gainesville, FL, USA.",,???,Florida
Universidade Luterana do Brasil (ULBRA) - Programa de Pós-Graduação em Ensino de Ciências e Matemática (PPGCIM),,???,???
Ewha Womans University,,???,???
"Hospital General Universitario Dr. Balmis, Alicante, España.",,???,???
New York University (NYU) - Langone Health Center,,???,New York
New York University (NYU) - Department of Population Health,,???,New York
Victoria University of Wellington - Te Herenga Waka,,???,???
Westmont College,,???,???
Federal Reserve Bank of Richmond - Quantitative Supervision & Research,,???,???
Federal Reserve Banks - Quantitative Supervision & Research,,???,???
"School of Foreign Languages, Izmir University of Economics, Izmir, TURKIYE",,???,???
University of Copenhagen,,???,???
University of Manitoba,,???,???
Central Economics and Mathematics Institute of the Russian Academy of Sciences,,Russia,???
Babasaheb Bhimrao Ambedkar University,,???,???
"Universidade Federal do Ceará, Brazil",,Brazil,???
Beihang University (BUAA),,???,???
"Huggingface, USA",,???,???
University of Rochester,,???,???
New York University,,???,New York
"Xenada Research Group, Department of Physics, Kulliyyah of Science, International Islamic University Malaysia, Kuantan, Pahang, Malaysia",,Malaysia,???
"Department of Computer Science, University of Arizona, Tucson, USA",,???,Arizona
University of Southampton,,???,???
"Federal Research Center “Computer Science and Control,” Russian Academy of Sciences, Moscow, Russia",,Russia,???
"University of Mannheim, Mannheim, Germany",,Germany,???
Pacific Northwest National Laboratory,,???,???
Stony Brook University,,???,???
"Department of Physiology and Biophysics, University of Washington, Seattle, WA 98195",,???,Washington
"Department of Psychology, University of Texas, Austin, TX 78712",,???,Texas
"Microsoft, Redmond, WA 98052",,???,Washington
"University of Copenhagen, Copenhagen, Denmark",,Denmark,???
Technische Universität München,,???,???
Microsoft,,???,???
"Booz Allen Hamilton & EleutherAI, McLean, VA, USA",,???,Virginia
Argonne National Laboratory,,???,???
NVIDIA Inc.,,???,Nevada
University of Illinois Chicago,,???,Illinois
"The University of Texas at Austin, USA",,???,Texas
"KTH Royal Institute of Technology, Sweden",,Sweden,???
"The University of Texas at Dallas, 800 West Campbell Road, 75080, Richardson, TX, USA",,???,Texas
Alibaba Group,,???,???
University of Chinese Academy of Sciences,,???,???
"Department of Computer Science and Engineering, IIT Hyderabad, India",,India,???
"School of Computer Science, Tel Aviv University",,???,???
"Cluster of Excellence “Machine Learning: New Perspectives for Science”, University of Tuebingen, Tuebingen, Germany",,Germany,???
"University of Copenhagen, Denmark",,Denmark,???
"Allen Institute for Artificial Intelligence, USA",,???,???
"University of Palermo, Italy",,Italy,???
Leiden University,,???,???
"Carnegie Mellon University, USA",,???,???
"Princeton Neuroscience Institute, Princeton University, Princeton, NJ, 08540, USA",,???,New Jersey
"Department of Computing Sciences, Bocconi Institute for Data Science and Analytics (BIDSA), Bocconi University, Milan, Italy",,Italy,Idaho
"Politecnico di Torino, Corso Duca degli Abruzzi, 24, I-10129, Torino, Italy",,Italy,???
"INFN, Sezione di Torino, Torino, Via Pietro Giuria, 1 10125 Torino, Italy",,Italy,Indiana
"Microsoft Research, India",,India,???
Massachusetts Institute of Technology,,???,Massachusetts
Florida Atlantic University,,???,Florida
"Department of Psychology, University of Warsaw, Warsaw, Poland",,Poland,???
"Department of Philosophy, University of Nottingham, Nottingham, United Kingdom",,United Kingdom,???
"Paul G. Allen School of Computer Science and Engineering, University of Washington, United States",,United States,Washington
"Google Research, United States",,United States,???
"University of Washington, United States",,United States,Washington
"SEAS, Harvard University, United States",,United States,???
"Google, United States",,United States,???
"School of Computing, KAIST, Korea, Republic of",,???,???
"X, the Moonshot Factory and Sandbox@Alphabet, Mountain View, CA, USA",,???,California
"Temple University, Philadelphia, PA, USA",,???,Pennsylvania
"Aalto University, Espoo, Finland",,Finland,???
"Department of Health Outcomes and Biomedical Informatics, College of Medicine, University of Florida, Gainesville, Florida, USA",,???,Florida
"NVIDIA, Santa Clara, California, USA",,???,Nevada
"Integrated Data Repository Research Services, University of Florida, Gainesville, Florida, USA",,???,Florida
"Cancer Informatics and eHealth core, University of Florida Health Cancer Center, Gainesville, Florida, USA",,???,Florida
"University of Aizu, Aizuwakamatsu, Fukushima, Japan",,Japan,???
MYRA School of Business,,???,???
"Wilhelm Wundt Institute of Psychology, Leipzig University, Germany",,Germany,???
"Qatar Computing Research Institute, Hamad Bin Khalifa University, Qatar",,Qatar,???
"School of Marketing and Communication, University of Vaasa, Finland",,Finland,???
"Sorbonne Universite, LCQB",,???,???
UPMC - LCQB UMR 7238.,,???,???
"Department of Cognitive Science, University of California San Diego",,???,California
"University of Bordeaux, Talence, France",,France,???
"Global CoE of Data Intelligence, Fujitsu, Camino Cerro de los Gamos, 1, 28224, Pozuelo de Alarcón, Madrid, Spain",,Spain,???
"Department of Gastroenterology, Aichi Cancer Center Hospital, Aichi, Japan",,Japan,???
"School of Medicine, Trinity College, University of Dublin, Dublin, Ireland",,Ireland,???
"McGill University and MILA (Quebec Artificial Intelligence Institute), Montreal, Canada",,Canada,Michigan
"deepset, Berlin, Germany",,Germany,???
"Worcester Polytechnic Institute, 01609, Worcester, MA, USA",,???,Massachusetts
"University of Michigan, Ann Arbor, MI, USA",,???,Michigan
"Vector Institute, Toronto, ON, Canada",,Canada,???
"Georgia Institute of Technology, Atlanta, USA",,Georgia,Georgia
"FLAME University, Pune, India",,India,Maine
"Abilene Christian University, Abilene, TX, USA",,???,Texas
"Utrecht University, Utrecht, Netherlands",,Netherlands,???
"DIPF Leibniz Institute for Research and Information in Education, Frankfurt am Main, Germany",,Germany,???
"University of Toronto Mississauga, Mississauga, ON, Canada",,Canada,???
"School of Computer Science and Mathematics, Kingston University London, London, UK",,???,???
"Department of Psychology, Stanford University, Stanford, CA, USA",,???,California
"St. Petersburg Department of the Steklov Institute of Mathematics, St. Petersburg, Russia",,Russia,???
"The University of Auckland, Auckland, New Zealand",,New Zealand,???
"University of Massachusetts Amherst, Amherst, USA",,???,Massachusetts
"Centre for Artificial Intelligence, University College London, London, UK",,???,???
"Monash University, Clayton, Australia",,Australia,???
"Departamento de Informática de Sistemas y Computadores, Universitat Politècnica de València, 46022 València, Spain",,Spain,???
"Informatik und Mathematik, GOETHE-University Frankfurt am Main, 60323 Frankfurt am Main, Germany",,Germany,???
"The Hessian Center for Artificial Intelligence, 64293 Darmstadt, Germany",,Germany,???
Texas A&M University,,???,Texas
"Department of Information Sciences & Technology, George Mason University, Fairfax, VA, United States of America.",,United States,Virginia
"Department of Surgery, St. Jude Children’s Research Hospital, Memphis, TN, USA",,???,Tennessee
"Division of Surgical Oncology, Augusta University Medical Center, Augusta, GA, USA",,???,Georgia
"Computers and Systems Department, Electronics Research Institute, Cairo, Egypt",,Egypt,???
"Autodesk Research , London WC2R 0QE , UK",,???,???
Georgia Institute of Technology,,Georgia,Georgia
"School Computer Science, University of Galway, Galway, Ireland",,Ireland,???
"Ophthalmology Department, Stanford University, Stanford, USA",,???,???
"College of Information Studies, University of Maryland, United States",,United States,Maryland
"Toyota Research Institute, United States",,United States,???
"Software Engineering and Education Group, Mid Sweden University, Sweden",,Sweden,???
"Informatik und Mathematik, GOETHE-University Frankfurt am Main, 60323 Frankfurt am Main, Germany;, dezarza@em.uni-frankfurt.de, (I.d.Z.);, roig@cs.uni-frankfurt.de, (G.R.)",,Germany,???
"Departamento de Informática de Sistemas y Computadores, Universitat Politècnica de València, 46022 València, Spain;, pmanzoni@disca.upv.es, (P.M.);, calafate@disca.upv.es, (C.T.C.)",,Spain,???
"University of Colorado Boulder, USA",,???,Colorado
"School of Computing, National University of Singapore, Singapore, Singapore",,Singapore,???
"Google, Mountain View, CA, USA",,???,California
"Shanghai Jiao Tong University, Shanghai, China",,China,???
Junrui,,???,???
"Oak Ridge National Laboratory, Oak Ridge, TN, USA",,???,Tennessee
"Université catholique de Louvain, Louvain-la-Neuve, Belgium",,Belgium,???
"GSK.AI, London, UK",,???,???
"Paderborn University, Warburger Str. 100, 33098, Paderborn, Germany",,Germany,???
"Department of Computer Science, University of Torino, Turin, Italy",,Italy,???
"Bright Network, Edinburgh, UK",,???,???
"Rutgers University, New Brunswick, NJ, USA",,???,New Jersey
Tokyo Metropolitan University,,???,???
"Google Research, USA",,???,???
"Artist, United Kingdom",,United Kingdom,???
"Unaffiliated Scholar, United Kingdom",,United Kingdom,???
"Institute for Logic, Language and Computation, University of Amsterdam, Netherlands",,Netherlands,???
"Alexa AI-NU, Amazon, USA and Department of Computer Science, University of California, Los Angeles, USA",,???,California
"Regional Government Hospital, Una (H.P.), 174303, India.",,India,???
"Center for Data Science, New York University, New York, NY, USA",,???,New York
"Predictive Analytics Unit, NYU Langone Health, New York, NY, USA",,???,New York
"Department of Neurosurgery, NYU Langone Health, New York, NY, USA",,???,New York
"NVIDIA, Santa Clara, CA, USA",,???,Nevada
"Romanian Academy, Bucharest, Romania",,Romania,???
"ETH Zurich, Switzerland",,Switzerland,???
"Institute of Biological and Chemical Systems ‐ Functional Molecular Systems, Karlsruhe Institute of Technology, Hermann‐von‐Helmholtz‐Platz 1, 76344, Eggenstein‐Leopoldshafen, Germany",,Germany,???
"Institute of Functional Interfaces, Karlsruhe Institute of Technology, Hermann‐von‐Helmholtz‐Platz 1, 76344, Eggenstein‐Leopoldshafen, Germany",,Germany,???
Tokyo Institute of Technology,,???,???
"King Abdullah International Medical Research Center, Riyadh, Saudi Arabia",,Saudi Arabia,???
"Department of Pharmacy Practice, College of Pharmacy, King Saud bin Abdulaziz University for Health Sciences, King Abdullah International Medical Research Center, Riyadh, Saudi Arabia",,Saudi Arabia,???
"Pharmaceutical Care Department, King Abdulaziz Medical City, National Guard Health Affairs, Riyadh, Saudi Arabia.",,Saudi Arabia,???
"Google LLC,USA",,???,???
"Earle A. Chiles Research Institute at Robert W. Franz Cancer Center, Providence Cancer Institute, Portland, OR",,Chile,Oregon
"Department of Otolaryngology–Head and Neck Surgery, Houston Methodist Hospital, Houston, Texas, USA",,???,Texas
"Stanford Center for Biomedical Informatics Research, Stanford University School of Medicine, Stanford, California",,???,California
"Sami Sagol AI Hub-ARC Innovation Sheba Medical Center, Tel Hashomer, Israel",,Israel,Arkansas
"Cardiology Department, Sheba Medical Center, Tel Hashomer, Israel",,Israel,???
"Faculty of Law, Goethe University Frankfurt, Frankfurt am Main, Germany",,Germany,???
ETH Zurich,,???,???
University of Zurich,,???,???
markus.leippold@bf.uzh.ch,,???,???
"Key Laboratory of Molecular Biophysics of Ministry of Education, College of Life Science and Technology, Huazhong University of Science and Technology",,???,???
"The First Affiliated Hospital of USTC, Division of Life Sciences and Medicine, University of Science and Technology of China",,China,???
Sichuan University,,???,???
Chongqing University Cancer Hospital,,???,???
"Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology",,???,???
"Brandenburg Medical School Theodor Fontane, Germany",,Germany,???
"KTH Climate Action Centre, Stockholm, Sweden",,Sweden,???
"FLOW, Engineering Mechanics, KTH Royal Institute of Technology, Stockholm, Sweden",,Sweden,Florida
"Amazon, Palo Alto, CA, USA",,???,California
"Department of Mathematics, Josip Juraj Strossmayer University of Osijek, Osijek, Croatia",,Croatia,???
"Department of Communication, Michigan State University, East Lansing, MI, United States",,United States,Michigan
University of Wisconsin,,???,Wisconsin
"David Eccles School of Business, University of Utah",,???,Utah
"Technical University of Munich, TUM School of Natural Sciences, Department of Bioscience, Bayerisches NMR Zentrum, Lichtenbergstrasse 4, 85748 Garching, Germany",,Germany,New Mexico
"Technical University of Munich, TUM School of Computation, Information and Technology, Boltzmannstr. 3, 85748 Garching, Germany",,Germany,???
"Moscow Institute of Physics and Technology, Dolgoprudny, Russia",,Russia,???
"Aristotle University of Thessaloniki, Thessaloniki, Greece",,Greece,???
"Dept. of Conegliano, IRCCS “E. Medea” Scientific Institute, Conegliano, Italy",,Italy,???
"American Society of Clinical Oncology, Journal of Clinical Oncology, Alexandria, VA",,???,Virginia
"University of Rochester Medical Center—Wilmot Cancer Institute, Rochester, NY",,???,New York
"Department of Psychiatry, University of Oxford, Oxford, United Kingdom",,United Kingdom,???
"School of Electrical and Electronics Engineering, Chung-Ang University, Seoul 06974, Republic of Korea",,???,???
Peking University,,???,???
University of Oxford,,???,???
"School of Public Health, Shanghai Jiao Tong University School of Medicine",,???,???
"School of Computer Engineering and Science, Shanghai University, Shanghai 200444, China;, whzhu@shu.edu.cn, (W.Z.);, xiaoyu121@shu.edu.cn, (X.Z.);, qiuhongzhai@shu.edu.cn, (Q.Z.)",,China,???
"Department of Ophthalmology, The James Cook University Hospital, Middlesbrough, UK",,???,???
"Department of Biomedical Science, Humanitas University, Milan, Italy",,Italy,???
"Faculdad de Informática, Universidad de Murcia, Murcia, Spain",,Spain,???
"Department of Computer Education, Chuncheon National University of Education, Chuncheon 24328, Republic of Korea;, ypark@cnue.ac.kr",,???,???
Royal Institute of Technology,,???,???
"School of Software Engineering, South China University of Technology, China",,China,???
"Pazhou Laboratory (Huangpu), China",,China,???
"Nuremberg Institute of Technology, Germany",,Germany,???
"Department of Pediatrics, Faculty of Medicine, Hacettepe University, Ankara, Turkey",,Turkey,???
Penn Medicine,,???,???
Stanford Medicine,,???,???
Wellesley College,,???,???
"Monash University, Computational and Collective Intelligence Group, Department of Data Science and AI Faculty of Information Technology., alan.dorin@monash.edu",,???,???
"JetBrains and Astroparticle Physics Lab, JetBrains Research, Paphos 8015, Cyprus",,Cyprus,???
"University of Kentucky College of Pharmacy, Department of Pharmacy Practice Science114M Lee T. Todd, Jr. Building789 South Limestone Dr, Lexington, KY 40536-0596",,???,Kentucky
"Massachusetts College of Pharmacy and Health Sciences, Department of Pharmacy Practice, 40 Foster StreetWorcester, MA 01608",,???,Massachusetts
"Heinrich Heine University, Germany",,Germany,???
"College of Information and Computer Sciences, University of Massachusetts Amherst, USA",,???,Massachusetts
"UC San Diego, USA",,???,???
"Department of Electrical Engineering and Computer Science, York University, Canada",,Canada,???
"University at Buffalo, USA",,???,???
"Electrical Engineering and Computer Science Department, University of Michigan, USA",,???,Michigan
"Cyber Security Research and Innovation (CSRI), Deakin University, Australia.",,Australia,Rhode Island
"The University of Queensland, Australia.",,Australia,???
"Stanford Healthcare Tri-Valley, Pleasanton, CA",,???,California
"Department of Neurology, Mayo Clinic, Rochester, MN, USA",,???,Minnesota
"Department of Biomedical Data Science, Stanford University School of Medicine, Stanford, CA, USA",,???,California
"Center for Biomedical Informatics Research, Stanford University School of Medicine, Stanford, CA, USA",,???,California
"The Stanford Institute for Human-Centered Artificial Intelligence, Stanford University, Palo Alto, CA",,???,California
"Division of Pediatric Hospital Medicine, Department of Pediatrics, Stanford University, Palo Alto, CA",,???,California
"Technology and Digital Services, Stanford Health Care, Palo Alto, CA, USA",,???,California
"Massachusetts Institute of Technology, Cambridge, MA, USA.",,???,Massachusetts
"Department of Radiology and Imaging Sciences, Emory University School of Medicine, Atlanta, GA 30322, USA.",,???,Georgia
"St. Joseph’s Institute of Technology, Chennai, India",,India,???
"Sathyabama Institute of Science and Technology, Chennai, India",,India,???
"The Jackson School of Global Affairs Yale University, New Haven, USA",,???,???
"Department of Medicine VA Greater Los Angeles/UCLA, Los Angeles, USA",,???,Virginia
"The Alan Turing Institute, London, UK",,???,???
"Beth Israel Deaoness Medical Center, Boston, MA, United States",,United States,Massachusetts
"JMIR Publications, Toronto, ON, Canada",,Canada,Michigan
"Department of Health Outcomes and Biomedical Informatics, College of Medicine, University of Florida, Gainesville, FL, USA.",,???,Florida
"Department of Health Outcomes and Biomedical Informatics, College of Medicine, University of Florida, Gainesville, FL, USA",,???,Florida
"Cancer Informatics Shared Resource, University of Florida Health Cancer Center, Gainesville, FL, USA.",,???,Florida
"Department of Computer Science, University of Toronto, Canada",,Canada,???
"Northeastern University, United States",,United States,???
"Nuance Inc., Microsoft, United States",,United States,???
"Grammarly, United States",,United States,???
"Human-Computer Interaction Institute, Carnegie Mellon University, United States and Google Research, United States",,United States,???
"Naver CLOUD, Korea, Republic of",,???,???
"NAVER AI Lab, Korea, Republic of",,???,???
"Computing and Information Science, Cornell University, United States",,United States,???
"Tech Policy Institute, Cornell University, United States",,United States,???
"Cornell Tech, United States",,United States,???
"Department of Computer Science, University of Bayreuth, Germany",,Germany,???
"Computer Science Department, Columbia University, United States",,United States,???
"Department of Communication, University of Copenhagen, Denmark",,Denmark,???
"Computer Science, Columbia University, United States",,United States,???
"Computer Science, Northeastern University, Boston, MA, USA",,???,Massachusetts
"Hanover High School, Hanover, NH, USA",,???,New Hampshire
"Department of Brain and Cognitive Sciences, Massachusetts Institute of Technology, Cambridge, MA 02139, USA",,???,Massachusetts
