institute,country,us_state,type
"School of Computer Science & Technology, Nanjing University of Posts and Telecommunications, Nanjing, China, njupt.edu.cn",China,NA,University
"State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China, nju.edu.cn",China,NA,University
"Sikkim University, Gangtok, India",India,NA,University
"Private Academic Consultant, Samraong, Cambodia. Electronic address: amnuaykleebai@gmail.com.",Cambodia,NA,NA
"Technische Hochschule NÃ¼rnberg, NÃ¼rnberg, Deutschland",Germany,NA,NA
"School of Social Sciences, Tsinghua University, Beijing 100084, China",China,NA,University
"Undergraduate Department, Taishan University, Taian 250111, China",China,NA,University
"University of Health Sciences, Haydarpasa Numune Training and Research Hospital",Turkey,NA,Medical Center
"Anesthesiology, Weill Cornell Medicine, New York, New York, USA",United States,New York,Medical Center
"Anesthesiology and Critical Care Medicine, Johns Hopkins School of Medicine, Baltimore, Maryland, USA",United States,Maryland,Medical Center
"Department of Anesthesiology, Department of Neurobiology and Anatomy, Wake Forest University, Wake Forest, North Carolina, USA",United States,North Carolina,Medical Center
"Department of Biostatistics, University of Kentucky, Lexington, KY",United States,Kentucky,University
"Service Computing Department, IAAS, University of Stuttgart, UniversitÃ¤tsstr. 38, 70569, Stuttgart, BW, Germany",Germany,NA,University
"Department of Paediatrics and Adolescent Medicine, The University of Hong Kong, Hong Kong, China",China,NA,Medical Center
"Center for Geriatrics and Gerontology, Taipei Veterans General Hospital, Taipei, Taiwan, ROC.",Taiwan,NA,Medical Center
"Department of Pharmacy, Taipei Veterans General Hospital Hsinchu Branch, Hsinchu, Taiwan, ROC.",Taiwan,NA,Medical Center
"Zucker School of Medicine at Hofstra/Northwell, Long Island Jewish Medical Center, New Hyde Park, New York, USA.",United States,New York,Medical Center
"Institute of Health Innovations and Outcomes Research, Feinstein Institutes for Medical Research, Northwell Health, Manhasset, New York, USA.",United States,New York,Medical Center
"Department of Humanities, Faculty of Economics and Management, Czech University of Life Sciences Prague, KamÃ½ckÃ¡ 129, 165 00, Praha-Suchdol, Czech Republic",Czechia,NA,University
"Department of Systems Engineering, Faculty of Economics and Management, Czech University of Life Sciences Prague, KamÃ½ckÃ¡ 129, 165 00, Praha-Suchdol, Czech Republic",Czechia,NA,University
"Department of Computer Science and Software Engineering, Monmouth University, 07764, New Jersey, USA",United States,New Jersey,University
"Department of Electrical and Computer Engineering, Rowan University, 08028, New Jersey, USA",United States,New Jersey,University
"UCD School of Computer Science, University College Dublin, Belfield, Dublin, Ireland",Ireland,NA,University
"CeADAR: Ireland's Centre for Applied Artificial Intelligence, Clonskeagh, Dublin, Ireland. Electronic address: polat.goktas@ucd.ie.",Ireland,NA,NA
"School of Medicine, Department of Chest Diseases, Division of Allergy and Clinical Immunology, Hacettepe University, Ankara, Turkey.",Turkey,NA,Medical Center
"Jefe del Servicio de PsiquiatrÃ­a, Hospital Universitario de Navarra, Pamplona (EspaÃ±a), Spain.",Spain,NA,Medical Center
"Emory University School of Medicine, Department of Radiology and Imaging Science, 1364 Clifton Rd, Atlanta, GA 30322, United States of America. Electronic address: https://twitter.com/PBalthazarMD.",United States,Georgia,Medical Center
"Emory University School of Medicine, Department of Radiology and Imaging Science, 1364 Clifton Rd, Atlanta, GA 30322, United States of America. Electronic address: https://twitter.com/ZachBercuMD.",United States,Georgia,Medical Center
"Emory University School of Medicine, Department of Radiology and Imaging Science, 1364 Clifton Rd, Atlanta, GA 30322, United States of America. Electronic address: https://twitter.com/angiowoman.",United States,Georgia,Medical Center
"Emory University School of Medicine, Department of Radiology and Imaging Science, 1364 Clifton Rd, Atlanta, GA 30322, United States of America. Electronic address: https://twitter.com/judywawira.",United States,Georgia,Medical Center
"American University of the Middle East,College of Engineering and Technology,Kuwait",Kuwait,NA,University
"Faculty of Education, Department of Guidance and Counseling, Universitas Negeri Padang, Padang, Indonesia.",Indonesia,NA,University
"Department of Special Education, Lancang Kuning University, Riau, Indonesia.",Indonesia,NA,University
"Department of Guidance and Counseling, Riau University, Riau, Indonesia.",Indonesia,NA,University
"Department of Anesthesiology, Division of Operative Intensive Care Medicine, CharitÃ© â€“ UniversitÃ¤tsmedizin Berlin, Corporate Member of Freie UniversitÃ¤t Berlin and Humboldt UniversitÃ¤t zu Berlin, Berlin, Germany",Germany,NA,Medical Center
"Department of Educational Technology, Boise State University, 1910 University Drive, MS 1747, 83725, Boise, ID, USA",United States,Idaho,University
"University of East Anglia, Norfolk, UK",United Kingdom,NA,University
"Theiagen Genomics, Highlands Ranch, Colorado, USA",United States,Colorado,Industry
"Department of Otolaryngology, Head and Neck Surgery, School of Medicine, Technical University of Munich (TUM), Ismaningerstrasse 22, 81675, Munich, Germany",Germany,NA,Medical Center
"Department of Otorhinolaryngology, Head and Neck Surgery, Medical Faculty, University of Cologne, 50937, Cologne, Germany",Germany,NA,Medical Center
"Department of Plastic Surgery and Hand Surgery, Klinikum Rechts Der Isar, Technical University of Munich, Munich, Germany",Germany,NA,Medical Center
"Division of Plastic and Reconstructive Surgery, Massachusetts General Hospital, Harvard Medical School, 02115, Boston, MA, USA",United States,Massachusetts,Medical Center
"Department of Medical Imaging, University of Toronto, Canada.",Canada,NA,Medical Center
"Digital Futures for Sustainable Business and Society Research Group, School of Management, Swansea University, Swansea, UK, and Department of Management, Institute of Business Management, Symbiosis International University, Pune, India",India,NA,University
"Department of Marketing, National Institute of Industrial Engineering (NITIE), Mumbai, India",India,NA,University
"Department of Neuroradiology, MD Anderson Cancer Center, Houston, TX, United States",United States,Texas,Medical Center
"Department of Neuroradiology, The National Hospital for Neurology and Neurosurgery, University College London NHS Foundation Trust, London, United Kingdom",United Kingdom,NA,Medical Center
"Solid Organ Transplant Center of Excellence, King Faisal Specialist Hospital and Research Center, Riyadh, Saudi Arabia",Saudi Arabia,NA,Medical Center
"DeepVision Lab, Sheba Medical Center, Tel Hashomer, Israel",Israel,NA,Medical Center
"Department of Diagnostic Imaging, Chaim Sheba Medical Center, affiliated to the Sackler School of Medicine, Tel-Aviv University, Israel",Israel,NA,Medical Center
"Sami Sagol AI Hub, ARC, Sheba Medical Center, Israel",Israel,NA,Medical Center
"MD/PhD Scholars Program, University of Nebraska Medical Center, Omaha, Nebraska.",United States,Nebraska,Medical Center
"College of Medicine, University of Nebraska Medical Center, Omaha, Nebraska.",United States,Nebraska,Medical Center
"Department of Computing, Imperial College London, London, UK",United Kingdom,NA,University
"Colorado State University, Fort Collins, CO, USA",United States,Colorado,University
"Bascom Palmer Eye Institute, University of Miami Miller School of Medicine, Miami, Florida, USA.",United States,Florida,Medical Center
"Wills Eye Hospital, Mid Atlantic Retina, Thomas Jefferson University, Philadelphia, Pennsylvania, USA. Electronic address: ajay.kuriyan@gmail.com.",United States,Pennsylvania,Medical Center
"Chaim Sheba Medical Center, Department of Gastroenterology, Affiliated to Tel Aviv University, Tel Aviv 69978, Israel",Israel,NA,Medical Center
"The Sami Sagol AI Hub, ARC Innovation Center, Chaim Sheba Medical Center, Affiliated to Tel-Aviv University, Tel Aviv 69978, Israel",Israel,NA,Medical Center
"The Neuromuscular Rehabilitation Clinic Division, Teaching Emergency Hospital â€œBagdasar-Arseniâ€, 041915 Bucharest, Romania;, andreea-iulia.trandafir@drd.umfcd.ro, (A.-I.T.);, ciobanuilinca@gmail.com, (I.C.);, stefangheorghitaa@yahoo.com, (È˜.G.)",Romania,NA,Medical Center
"The Physical and Rehabilitation Medicine & Balneology Clinic Divisionâ€”The NeuroRehabilitation Compartment, Teaching Emergency Hospital of the Ilfov County, 22104 Bucharest, Romania;, firancarmen@yahoo.com",Romania,NA,Medical Center
"Department of Urology, Lanzhou University Second Hospital, Lanzhou, China",China,NA,Medical Center
"Motor Robotics Institute (MRI), South China Hospital, Health Science Center, Shenzhen University, Shenzhen, China.",China,NA,Medical Center
"Motor Robotics Institute (MRI), South China Hospital, Health Science Center, Shenzhen University, Shenzhen, China. Electronic address: wusong@szu.edu.cn.",China,NA,Medical Center
"University College Dublin School of Medicine, Belfield, Dublin 4, Ireland",Ireland,NA,Medical Center
"Human-Machine Perception Laboratory, Department of Computer Science and Engineering, University of Nevada, Reno, Reno, NV, USA",United States,Nevada,University
"The Houston Methodist Research Institute, Houston Methodist Hospital, Houston, TX, USA",United States,Texas,Medical Center
"Department of Clinical Chemistry, Inselspitalâ€”University Hospital Bern, Bern, Switzerland",Switzerland,NA,Medical Center
"Division of Urology, Department of Surgery, The Hospital for Sick Children, Toronto, Canada",Canada,NA,Medical Center
"Division of Urology, Department of Surgery, University of Toronto, Toronto, Canada.",Canada,NA,Medical Center
"School of Business, University of Leicester, Leicester, UK, and, Bucharest University of Economic Studies, Bucharest, Romania",United Kingdon & Romania,NA,University
"Department of Knowledge and Information Science, Tarbiat Modares University, Tehran, Iran",Iran,NA,University
"Medical Sciences Division, University of Oxford, Oxford, UK",United Kingdom,NA,Medical Center
"Department of Radiological Sciences, Division of Cardiothoracic Imaging, David Geffen School of Medicine at UCLA, Los Angeles, CA, USA.",United States,California,Medical Center
"School of Computational Science and Engineering, Georgia Institute of Technology, Atlanta, Georgia, USA.",United States,Georgia,University
"Center for Computer Vision and Imaging Biomarkers, Dept of Radiological Sciences David Geffen School of Medicine at UCLA, Los Angeles, CA, USA.",United States,California,Medical Center
"Dept of Biostatistics Fielding School of Public at UCLA, Los Angeles, CA, USA.",United States,California,University
"Qualcomm Institute, University of California San Diego, La Jolla",United States,California,University
"Department of Computer Science, Bryn Mawr College, Bryn Mawr, Pennsylvania",United States,California,University
"Department of Biomedical Informatics, University of California San Diego, La Jolla",United States,California,University
"Department of Cognitive Robotics, Delft University of Technology, Delft, the Netherlands",Netherlands,NA,University
"CREATE Lab, EPFL, Lausanne, Switzerland",Switzerland,NA,NA
"is a Professor of Anesthesiology and Associate Dean of Faculty Affairs & Faculty Development at Baylor Scott & White Health-Temple Medical Center and Baylor College of Medicine-Temple in Temple, TX.",United States,Texas,Medical Center
"BC Cancer, Vancouver, Vancouver, BC, Canada",Canada,NA,Medical Center
"BC Cancer Agency, University of British Columbia, Vancouver, BC, Canada",Canada,NA,Medical Center
"University of Illinois Chicago, Chicago, IL",United States,Illinois,University
"Department of Hematology Oncology University of Illinois of Chicago College of Medicine, Chicago, IL",United States,Illinois,Medical Center
College of Petroleum Engineering and Geosciences (CPG),Saudi Arabia,NA,University
"University of Applied Sciences in Zagreb, Croatia",Croatia,NA,University
"Spiru Haret University, Bucharest",Romania,NA,University
"School of Education, University of New South Wales, Australia",Australia,NA,University
"Department of Education, Policy, Organization and Leadership, University of Illinois, IL, USA",United States,Illinois,University
"School Learning, Development and Professional Practice, University of Auckland, Auckland, New Zealand",New Zealand,NA,University
"Aotahi: School of MÄori and Indigenous Studies, University of Canterbury, New Zealand",New Zealand,NA,University
"Critical Studies in Education, University of Auckland, Auckland, New Zealand",New Zealand,NA,University
"House Officer, Child & Family Psychiatry Department, KEMU/MHL",Pakistan,NA,Medical Center
